File ID,digit_label,participant,intonation
0000920.wav,19,S54,excited
0000921.wav,1,S85,neutral
0000922.wav,1000000,S9,excited
0000923.wav,5,S52,bored
0000924.wav,2,S82,neutral
0000925.wav,15,S95,bored
0000926.wav,16,S115,excited
0000927.wav,12,S49,neutral
0000928.wav,40,S130,excited
0000929.wav,50,S76,excited
0000930.wav,3,S53,neutral
0000931.wav,5,S111,bored
0000932.wav,12,S42,question
0000933.wav,0,S69,bored
0000934.wav,9,S70,excited
0000935.wav,1000,S126,neutral
0000936.wav,1000,S27,question
0000937.wav,18,S179,bored
0000938.wav,4,S178,excited
0000939.wav,0,S81,neutral
0000940.wav,9,S69,excited
0000941.wav,90,S18,neutral
0000942.wav,18,S6,excited
0000943.wav,10,S82,question
0000944.wav,2,S89,question
0000945.wav,70,S138,bored
0000946.wav,40,S48,neutral
0000947.wav,1000,S178,bored
0000948.wav,90,S182,neutral
0000949.wav,80,S86,neutral
0000950.wav,60,S62,question
0000951.wav,1000000,S20,neutral
0000952.wav,18,S134,question
0000953.wav,3,S114,question
0000954.wav,20,S97,excited
0000955.wav,4,S120,bored
0000956.wav,8,S125,question
0000957.wav,11,S166,question
0000958.wav,12,S146,question
0000959.wav,6,S181,excited
0000960.wav,90,S102,bored
0000961.wav,17,S68,question
0000962.wav,0,S100,excited
0000963.wav,1000000000,S6,question
0000964.wav,70,S43,neutral
0000965.wav,3,S42,bored
0000966.wav,70,S27,question
0000967.wav,60,S103,neutral
0000968.wav,70,S88,question
0000969.wav,80,S96,bored
0000970.wav,7,S127,excited
0000971.wav,1,S128,question
0000972.wav,2,S144,excited
0000973.wav,40,S180,excited
0000974.wav,40,S108,neutral
0000975.wav,18,S143,neutral
0000976.wav,4,S137,neutral
0000977.wav,17,S6,excited
0000978.wav,12,S56,excited
0000979.wav,90,S106,excited
0000980.wav,6,S54,question
0000981.wav,15,S41,question
0000982.wav,10,S78,neutral
0000983.wav,1000000000,S41,bored
0000984.wav,15,S170,neutral
0000985.wav,0,S30,excited
0000986.wav,60,S108,excited
0000987.wav,16,S61,excited
0000988.wav,16,S40,question
0000989.wav,12,S67,bored
0000990.wav,11,S142,question
0000991.wav,4,S144,bored
0000992.wav,7,S170,bored
0000993.wav,1000000,S31,bored
0000994.wav,15,S92,excited
0000995.wav,14,S63,neutral
0000996.wav,12,S62,question
0000997.wav,3,S4,neutral
0000998.wav,40,S108,question
0000999.wav,6,S113,bored
0001000.wav,20,S80,question
0001001.wav,1000000,S48,neutral
0001002.wav,30,S147,question
0001003.wav,50,S46,question
0001004.wav,1000000,S94,question
0001005.wav,1000000,S167,neutral
0001006.wav,16,S78,neutral
0001007.wav,1,S159,excited
0001008.wav,20,S50,question
0001009.wav,6,S163,excited
0001010.wav,1000000000,S168,neutral
0001011.wav,0,S23,bored
0001012.wav,70,S147,question
0001013.wav,50,S27,question
0001014.wav,80,S27,excited
0001015.wav,70,S120,question
0001016.wav,70,S156,neutral
0001017.wav,7,S38,excited
0001018.wav,2,S169,excited
0001019.wav,12,S28,question
0001020.wav,100,S123,bored
0001021.wav,9,S38,excited
0001022.wav,12,S74,bored
0001023.wav,100,S102,neutral
0001024.wav,16,S32,question
0001025.wav,17,S155,excited
0001026.wav,50,S178,bored
0001027.wav,60,S94,neutral
0001028.wav,9,S59,bored
0001029.wav,16,S114,question
0001030.wav,11,S27,excited
0001031.wav,3,S89,bored
0001032.wav,2,S109,excited
0001033.wav,14,S57,question
0001034.wav,80,S151,bored
0001035.wav,12,S63,question
0001036.wav,8,S118,excited
0001037.wav,1000000000,S48,question
0001038.wav,30,S18,excited
0001039.wav,1000000,S95,bored
0001040.wav,14,S59,bored
0001041.wav,100,S22,neutral
0001042.wav,1000000000,S80,neutral
0001043.wav,2,S55,neutral
0001044.wav,7,S12,bored
0001045.wav,80,S73,bored
0001046.wav,2,S14,excited
0001047.wav,18,S94,excited
0001048.wav,19,S29,bored
0001049.wav,8,S98,excited
0001050.wav,2,S94,bored
0001051.wav,70,S184,neutral
0001052.wav,30,S165,excited
0001053.wav,80,S101,neutral
0001054.wav,30,S165,question
0001055.wav,3,S73,bored
0001056.wav,60,S17,neutral
0001057.wav,6,S139,excited
0001058.wav,3,S108,excited
0001059.wav,12,S1,excited
0001060.wav,20,S94,question
0001061.wav,60,S125,neutral
0001062.wav,60,S146,bored
0001063.wav,15,S155,bored
0001064.wav,30,S170,excited
0001065.wav,1,S81,bored
0001066.wav,18,S142,neutral
0001067.wav,17,S8,question
0001068.wav,20,S156,question
0001069.wav,5,S18,neutral
0001070.wav,3,S123,excited
0001071.wav,6,S66,question
0001072.wav,1,S10,bored
0001073.wav,1000000000,S121,neutral
0001074.wav,1,S143,excited
0001075.wav,2,S104,bored
0001076.wav,50,S100,bored
0001077.wav,17,S70,excited
0001078.wav,17,S104,neutral
0001079.wav,60,S40,bored
0001080.wav,15,S156,question
0001081.wav,1000,S44,bored
0001082.wav,16,S25,neutral
0001083.wav,1000000000,S182,bored
0001084.wav,1000000,S183,neutral
0001085.wav,7,S24,bored
0001086.wav,60,S94,excited
0001087.wav,30,S24,question
0001088.wav,18,S123,excited
0001089.wav,4,S172,neutral
0001090.wav,9,S162,excited
0001091.wav,9,S112,excited
0001092.wav,17,S167,question
0001093.wav,9,S123,question
0001094.wav,17,S27,excited
0001095.wav,3,S113,bored
0001096.wav,8,S74,bored
0001097.wav,8,S16,excited
0001098.wav,8,S139,bored
0001099.wav,1000,S79,neutral
0001100.wav,30,S172,neutral
0001101.wav,15,S35,bored
0001102.wav,5,S184,question
0001103.wav,6,S87,bored
0001104.wav,70,S28,question
0001105.wav,3,S78,question
0001106.wav,40,S123,question
0001107.wav,80,S87,neutral
0001108.wav,19,S61,neutral
0001109.wav,16,S5,question
0001110.wav,19,S1,neutral
0001111.wav,70,S1,neutral
0001112.wav,40,S146,neutral
0001113.wav,50,S39,question
0001114.wav,90,S158,question
0001115.wav,6,S174,neutral
0001116.wav,50,S101,question
0001117.wav,10,S16,excited
0001118.wav,17,S51,excited
0001119.wav,19,S108,excited
0001120.wav,17,S119,bored
0001121.wav,0,S22,excited
0001122.wav,12,S143,bored
0001123.wav,1000000000,S73,bored
0001124.wav,1000000,S9,question
0001125.wav,11,S39,excited
0001126.wav,2,S48,question
0001127.wav,3,S37,neutral
0001128.wav,7,S23,bored
0001129.wav,3,S146,neutral
0001130.wav,1000000000,S111,bored
0001131.wav,11,S6,excited
0001132.wav,16,S68,question
0001133.wav,60,S9,bored
0001134.wav,19,S120,bored
0001135.wav,90,S37,neutral
0001136.wav,2,S23,bored
0001137.wav,9,S52,bored
0001138.wav,15,S43,question
0001139.wav,17,S27,bored
0001140.wav,0,S15,question
0001141.wav,80,S42,neutral
0001142.wav,70,S143,question
0001143.wav,80,S37,neutral
0001144.wav,15,S122,question
0001145.wav,5,S14,question
0001146.wav,12,S72,neutral
0001147.wav,16,S129,excited
0001148.wav,14,S25,question
0001149.wav,1,S112,neutral
0001150.wav,7,S80,excited
0001151.wav,1000000,S168,bored
0001152.wav,60,S156,bored
0001153.wav,16,S29,bored
0001154.wav,1000,S39,question
0001155.wav,4,S100,neutral
0001156.wav,14,S15,neutral
0001157.wav,1000,S9,bored
0001158.wav,13,S8,bored
0001159.wav,3,S129,bored
0001160.wav,8,S126,question
0001161.wav,9,S172,neutral
0001162.wav,16,S15,bored
0001163.wav,13,S35,excited
0001164.wav,18,S127,neutral
0001165.wav,40,S170,bored
0001166.wav,11,S23,excited
0001167.wav,80,S11,bored
0001168.wav,4,S160,neutral
0001169.wav,1,S176,question
0001170.wav,3,S172,bored
0001171.wav,30,S116,excited
0001172.wav,1000000000,S63,question
0001173.wav,90,S170,neutral
0001174.wav,9,S177,excited
0001175.wav,7,S110,bored
0001176.wav,40,S62,neutral
0001177.wav,6,S105,neutral
0001178.wav,13,S51,bored
0001179.wav,1000000,S47,excited
0001180.wav,3,S167,question
0001181.wav,1000000000,S65,bored
0001182.wav,15,S30,question
0001183.wav,17,S96,neutral
0001184.wav,1000000,S83,bored
0001185.wav,18,S47,bored
0001186.wav,30,S37,excited
0001187.wav,1,S17,excited
0001188.wav,6,S183,question
0001189.wav,3,S93,neutral
0001190.wav,9,S177,neutral
0001191.wav,15,S156,neutral
0001192.wav,100,S9,question
0001193.wav,40,S81,bored
0001194.wav,19,S93,bored
0001195.wav,15,S94,bored
0001196.wav,9,S28,question
0001197.wav,9,S184,question
0001198.wav,30,S45,bored
0001199.wav,2,S52,excited
0001200.wav,6,S44,question
0001201.wav,1000000000,S8,neutral
0001202.wav,50,S49,question
0001203.wav,1,S138,neutral
0001204.wav,70,S37,bored
0001205.wav,17,S35,bored
0001206.wav,8,S82,question
0001207.wav,5,S28,excited
0001208.wav,5,S174,excited
0001209.wav,6,S3,bored
0001210.wav,3,S10,neutral
0001211.wav,60,S64,excited
0001212.wav,4,S83,neutral
0001213.wav,100,S1,question
0001214.wav,7,S35,neutral
0001215.wav,13,S32,question
0001216.wav,1000000000,S107,excited
0001217.wav,11,S143,bored
0001218.wav,70,S138,bored
0001219.wav,12,S83,excited
0001220.wav,1000000,S42,question
0001221.wav,4,S169,excited
0001222.wav,15,S124,bored
0001223.wav,1000,S149,question
0001224.wav,0,S44,neutral
0001225.wav,19,S125,question
0001226.wav,11,S183,neutral
0001227.wav,9,S183,excited
0001228.wav,1,S111,bored
0001229.wav,12,S133,bored
0001230.wav,1,S67,bored
0001231.wav,11,S147,excited
0001232.wav,20,S98,excited
0001233.wav,16,S39,bored
0001234.wav,9,S35,bored
0001235.wav,6,S15,neutral
0001236.wav,50,S53,excited
0001237.wav,6,S93,excited
0001238.wav,12,S128,excited
0001239.wav,1000000000,S130,question
0001240.wav,40,S54,bored
0001241.wav,1000,S90,neutral
0001242.wav,60,S181,bored
0001243.wav,90,S90,neutral
0001244.wav,100,S150,neutral
0001245.wav,70,S52,excited
0001246.wav,6,S40,excited
0001247.wav,18,S95,question
0001248.wav,1000,S140,neutral
0001249.wav,8,S129,neutral
0001250.wav,17,S180,excited
0001251.wav,14,S115,excited
0001252.wav,50,S7,excited
0001253.wav,9,S31,question
0001254.wav,0,S87,question
0001255.wav,40,S89,excited
0001256.wav,50,S109,question
0001257.wav,12,S167,bored
0001258.wav,70,S133,question
0001259.wav,40,S68,bored
0001260.wav,6,S41,neutral
0001261.wav,1000000,S153,question
0001262.wav,14,S13,question
0001263.wav,11,S78,neutral
0001264.wav,8,S97,excited
0001265.wav,90,S67,excited
0001266.wav,7,S41,bored
0001267.wav,13,S129,bored
0001268.wav,20,S7,excited
0001269.wav,13,S74,bored
0001270.wav,90,S35,question
0001271.wav,19,S47,bored
0001272.wav,5,S107,bored
0001273.wav,4,S32,question
0001274.wav,60,S90,excited
0001275.wav,18,S9,neutral
0001276.wav,90,S71,question
0001277.wav,11,S157,excited
0001278.wav,1000,S154,excited
0001279.wav,9,S179,bored
0001280.wav,6,S20,bored
0001281.wav,100,S40,question
0001282.wav,2,S1,bored
0001283.wav,0,S26,excited
0001284.wav,1000000000,S36,question
0001285.wav,1000,S18,neutral
0001286.wav,9,S175,question
0001287.wav,3,S110,bored
0001288.wav,100,S142,excited
0001289.wav,14,S100,excited
0001290.wav,14,S41,bored
0001291.wav,30,S80,excited
0001292.wav,40,S159,neutral
0001293.wav,6,S156,bored
0001294.wav,13,S81,question
0001295.wav,8,S31,excited
0001296.wav,15,S38,excited
0001297.wav,4,S170,neutral
0001298.wav,40,S38,neutral
0001299.wav,18,S29,neutral
0001300.wav,70,S147,neutral
0001301.wav,1000000,S8,bored
0001302.wav,12,S83,neutral
0001303.wav,30,S68,neutral
0001304.wav,60,S37,neutral
0001305.wav,9,S132,excited
0001306.wav,15,S27,bored
0001307.wav,16,S170,question
0001308.wav,10,S93,bored
0001309.wav,20,S152,question
0001310.wav,50,S93,bored
0001311.wav,10,S169,excited
0001312.wav,70,S127,neutral
0001313.wav,9,S112,bored
0001314.wav,2,S7,excited
0001315.wav,7,S25,bored
0001316.wav,3,S124,excited
0001317.wav,6,S39,neutral
0001318.wav,19,S100,bored
0001319.wav,70,S126,excited
0001320.wav,4,S162,excited
0001321.wav,8,S82,excited
0001322.wav,20,S81,excited
0001323.wav,16,S106,neutral
0001324.wav,18,S164,bored
0001325.wav,8,S148,question
0001326.wav,6,S65,bored
0001327.wav,70,S5,neutral
0001328.wav,17,S97,question
0001329.wav,19,S183,excited
0001330.wav,8,S52,bored
0001331.wav,4,S3,question
0001332.wav,50,S20,question
0001333.wav,20,S45,neutral
0001334.wav,15,S112,bored
0001335.wav,8,S76,question
0001336.wav,19,S151,neutral
0001337.wav,16,S52,bored
0001338.wav,1000000000,S147,bored
0001339.wav,30,S81,question
0001340.wav,1000,S72,question
0001341.wav,13,S42,question
0001342.wav,100,S19,neutral
0001343.wav,5,S53,bored
0001344.wav,70,S165,excited
0001345.wav,13,S146,excited
0001346.wav,14,S46,excited
0001347.wav,90,S79,neutral
0001348.wav,0,S144,neutral
0001349.wav,60,S115,question
0001350.wav,100,S66,bored
0001351.wav,13,S106,neutral
0001352.wav,13,S149,neutral
0001353.wav,8,S122,bored
0001354.wav,60,S102,neutral
0001355.wav,14,S140,bored
0001356.wav,90,S15,question
0001357.wav,12,S164,neutral
0001358.wav,1,S94,excited
0001359.wav,20,S100,neutral
0001360.wav,30,S95,question
0001361.wav,7,S177,neutral
0001362.wav,19,S144,neutral
0001363.wav,9,S10,excited
0001364.wav,5,S1,excited
0001365.wav,1,S11,neutral
0001366.wav,18,S23,excited
0001367.wav,1000000000,S15,excited
0001368.wav,1000000,S42,neutral
0001369.wav,0,S128,neutral
0001370.wav,1000000,S10,excited
0001371.wav,60,S103,bored
0001372.wav,20,S104,question
0001373.wav,1000000000,S110,excited
0001374.wav,11,S49,bored
0001375.wav,40,S90,question
0001376.wav,20,S28,question
0001377.wav,17,S78,excited
0001378.wav,10,S59,question
0001379.wav,14,S180,bored
0001380.wav,8,S141,neutral
0001381.wav,100,S59,bored
0001382.wav,1,S59,neutral
0001383.wav,7,S26,excited
0001384.wav,70,S58,bored
0001385.wav,14,S139,neutral
0001386.wav,8,S52,excited
0001387.wav,100,S47,bored
0001388.wav,7,S54,bored
0001389.wav,17,S66,bored
0001390.wav,4,S3,neutral
0001391.wav,70,S130,excited
0001392.wav,60,S47,bored
0001393.wav,1000,S140,neutral
0001394.wav,100,S140,excited
0001395.wav,30,S156,question
0001396.wav,2,S105,neutral
0001397.wav,70,S75,excited
0001398.wav,60,S121,neutral
0001399.wav,40,S152,question
0001400.wav,2,S167,excited
0001401.wav,60,S16,bored
0001402.wav,8,S40,excited
0001403.wav,11,S158,excited
0001404.wav,9,S109,excited
0001405.wav,90,S32,bored
0001406.wav,3,S19,neutral
0001407.wav,40,S58,bored
0001408.wav,60,S83,neutral
0001409.wav,90,S165,question
0001410.wav,40,S66,neutral
0001411.wav,1000,S177,question
0001412.wav,19,S45,neutral
0001413.wav,1,S105,bored
0001414.wav,1,S16,excited
0001415.wav,18,S86,question
0001416.wav,6,S61,excited
0001417.wav,1000,S8,excited
0001418.wav,13,S45,excited
0001419.wav,4,S130,neutral
0001420.wav,100,S75,neutral
0001421.wav,60,S150,neutral
0001422.wav,14,S166,question
0001423.wav,8,S4,neutral
0001424.wav,30,S99,bored
0001425.wav,14,S139,question
0001426.wav,1000000,S54,bored
0001427.wav,0,S52,excited
0001428.wav,50,S141,neutral
0001429.wav,15,S171,question
0001430.wav,10,S68,neutral
0001431.wav,50,S154,neutral
0001432.wav,17,S184,question
0001433.wav,1,S134,excited
0001434.wav,15,S82,neutral
0001435.wav,19,S116,bored
0001436.wav,4,S78,question
0001437.wav,3,S3,neutral
0001438.wav,11,S94,excited
0001439.wav,9,S147,bored
0001440.wav,90,S148,bored
0001441.wav,1,S182,bored
0001442.wav,13,S96,bored
0001443.wav,14,S180,excited
0001444.wav,16,S52,excited
0001445.wav,2,S96,excited
0001446.wav,9,S29,bored
0001447.wav,5,S74,bored
0001448.wav,3,S182,excited
0001449.wav,90,S83,question
0001450.wav,19,S68,excited
0001451.wav,1000000,S3,question
0001452.wav,11,S178,question
0001453.wav,15,S181,question
0001454.wav,14,S33,neutral
0001455.wav,18,S133,excited
0001456.wav,40,S15,neutral
0001457.wav,4,S167,excited
0001458.wav,80,S18,excited
0001459.wav,90,S155,bored
0001460.wav,20,S23,neutral
0001461.wav,8,S25,neutral
0001462.wav,16,S81,bored
0001463.wav,13,S113,bored
0001464.wav,30,S50,question
0001465.wav,90,S105,question
0001466.wav,13,S100,neutral
0001467.wav,90,S176,question
0001468.wav,20,S9,question
0001469.wav,20,S1,bored
0001470.wav,5,S110,question
0001471.wav,15,S162,neutral
0001472.wav,2,S154,question
0001473.wav,80,S168,question
0001474.wav,11,S40,excited
0001475.wav,1,S94,bored
0001476.wav,12,S3,neutral
0001477.wav,1000000,S30,question
0001478.wav,17,S59,question
0001479.wav,16,S85,question
0001480.wav,80,S58,neutral
0001481.wav,80,S32,bored
0001482.wav,90,S134,question
0001483.wav,18,S49,excited
0001484.wav,2,S9,question
0001485.wav,4,S89,excited
0001486.wav,2,S23,excited
0001487.wav,18,S9,question
0001488.wav,50,S125,neutral
0001489.wav,1,S182,excited
0001490.wav,40,S12,excited
0001491.wav,12,S94,neutral
0001492.wav,0,S114,question
0001493.wav,18,S93,question
0001494.wav,2,S132,question
0001495.wav,30,S77,question
0001496.wav,4,S81,excited
0001497.wav,7,S72,bored
0001498.wav,10,S143,question
0001499.wav,60,S72,question
0001500.wav,18,S151,neutral
0001501.wav,1,S160,bored
0001502.wav,1000,S167,neutral
0001503.wav,13,S13,bored
0001504.wav,70,S63,question
0001505.wav,100,S18,question
0001506.wav,12,S141,question
0001507.wav,80,S116,neutral
0001508.wav,5,S23,excited
0001509.wav,19,S46,bored
0001510.wav,14,S155,neutral
0001511.wav,14,S18,question
0001512.wav,1000,S18,bored
0001513.wav,19,S154,question
0001514.wav,70,S156,neutral
0001515.wav,6,S90,bored
0001516.wav,18,S152,neutral
0001517.wav,1000000000,S31,neutral
0001518.wav,2,S82,question
0001519.wav,0,S79,excited
0001520.wav,17,S162,question
0001521.wav,15,S150,neutral
0001522.wav,8,S172,neutral
0001523.wav,9,S82,question
0001524.wav,80,S45,question
0001525.wav,18,S148,bored
0001526.wav,19,S46,question
0001527.wav,18,S150,question
0001528.wav,30,S76,excited
0001529.wav,5,S19,bored
0001530.wav,9,S81,bored
0001531.wav,1,S87,bored
0001532.wav,40,S136,excited
0001533.wav,11,S78,neutral
0001534.wav,0,S112,question
0001535.wav,70,S66,neutral
0001536.wav,19,S46,excited
0001537.wav,19,S165,question
0001538.wav,17,S58,excited
0001539.wav,1,S123,question
0001540.wav,50,S144,neutral
0001541.wav,1000000,S86,excited
0001542.wav,70,S173,bored
0001543.wav,60,S168,bored
0001544.wav,4,S16,question
0001545.wav,17,S92,neutral
0001546.wav,0,S67,excited
0001547.wav,60,S48,neutral
0001548.wav,9,S46,neutral
0001549.wav,40,S82,excited
0001550.wav,12,S14,question
0001551.wav,30,S71,neutral
0001552.wav,14,S9,bored
0001553.wav,15,S62,bored
0001554.wav,6,S157,neutral
0001555.wav,12,S103,excited
0001556.wav,8,S102,neutral
0001557.wav,1000000000,S112,bored
0001558.wav,1,S53,question
0001559.wav,70,S180,neutral
0001560.wav,6,S68,excited
0001561.wav,5,S1,neutral
0001562.wav,14,S68,neutral
0001563.wav,0,S144,neutral
0001564.wav,70,S44,neutral
0001565.wav,3,S145,bored
0001566.wav,17,S12,question
0001567.wav,1,S62,excited
0001568.wav,100,S37,excited
0001569.wav,11,S120,neutral
0001570.wav,1000000,S126,question
0001571.wav,70,S86,neutral
0001572.wav,12,S119,bored
0001573.wav,12,S29,question
0001574.wav,70,S32,neutral
0001575.wav,40,S155,neutral
0001576.wav,8,S80,question
0001577.wav,6,S3,question
0001578.wav,1000000000,S23,bored
0001579.wav,80,S133,bored
0001580.wav,10,S35,neutral
0001581.wav,9,S160,question
0001582.wav,15,S34,excited
0001583.wav,7,S87,excited
0001584.wav,2,S26,excited
0001585.wav,7,S23,bored
0001586.wav,15,S160,excited
0001587.wav,7,S155,bored
0001588.wav,2,S138,excited
0001589.wav,0,S147,question
0001590.wav,80,S46,excited
0001591.wav,1000,S86,bored
0001592.wav,80,S132,excited
0001593.wav,15,S115,excited
0001594.wav,5,S153,question
0001595.wav,1000000,S110,neutral
0001596.wav,6,S95,question
0001597.wav,1000000,S176,question
0001598.wav,1000000,S114,excited
0001599.wav,100,S83,bored
0001600.wav,0,S50,neutral
0001601.wav,12,S30,question
0001602.wav,100,S112,bored
0001603.wav,15,S139,bored
0001604.wav,7,S30,excited
0001605.wav,3,S32,bored
0001606.wav,16,S179,neutral
0001607.wav,8,S16,excited
0001608.wav,3,S157,neutral
0001609.wav,10,S179,neutral
0001610.wav,30,S103,excited
0001611.wav,60,S3,excited
0001612.wav,0,S111,neutral
0001613.wav,19,S93,question
0001614.wav,1000,S22,neutral
0001615.wav,15,S58,neutral
0001616.wav,3,S140,question
0001617.wav,18,S92,bored
0001618.wav,40,S171,excited
0001619.wav,1000000000,S40,question
0001620.wav,12,S16,bored
0001621.wav,1000000,S82,question
0001622.wav,16,S162,excited
0001623.wav,100,S29,excited
0001624.wav,16,S42,neutral
0001625.wav,2,S160,question
0001626.wav,60,S90,bored
0001627.wav,50,S158,neutral
0001628.wav,5,S143,neutral
0001629.wav,12,S53,excited
0001630.wav,70,S95,excited
0001631.wav,14,S97,question
0001632.wav,2,S136,excited
0001633.wav,80,S32,neutral
0001634.wav,17,S49,bored
0001635.wav,19,S97,excited
0001636.wav,30,S41,bored
0001637.wav,3,S5,neutral
0001638.wav,80,S129,excited
0001639.wav,17,S74,bored
0001640.wav,13,S164,neutral
0001641.wav,10,S43,bored
0001642.wav,2,S145,question
0001643.wav,16,S157,question
0001644.wav,14,S61,bored
0001645.wav,13,S145,neutral
0001646.wav,3,S10,bored
